,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0050879,BP,GO:0050879,multicellular organismal movement,4/524,24/8687,0.053209984,0.269956752,0.229428776,Map1a/Homer1/Dmd/Myh14,4
GO:0050881,BP,GO:0050881,musculoskeletal movement,4/524,24/8687,0.053209984,0.269956752,0.229428776,Map1a/Homer1/Dmd/Myh14,4
GO:0022834,MF,GO:0022834,ligand-gated channel activity,7/524,57/8687,0.054181171,0.273830297,0.232720794,Ryr2/Gabrg2/Gabra3/Ryr1/Tpcn1/Aqp1/Kcnj12,7
GO:0043195,CC,GO:0043195,terminal bouton,7/524,57/8687,0.054181171,0.273830297,0.232720794,Ntrk2/Cplx1/Pclo/Rab3a/Pfn2/Calb1/Adcyap1,7
GO:0010466,BP,GO:0010466,negative regulation of peptidase activity,9/524,81/8687,0.054196742,0.273830297,0.232720794,Cryab/Pcsk1n/Cst3/Mt3/Src/Pebp1/Serpinh1/Itih5/Aqp1,9
GO:0019722,BP,GO:0019722,calcium-mediated signaling,9/524,81/8687,0.054196742,0.273830297,0.232720794,Ntrk2/Ryr2/Ppp1r9b/Ednrb/Ppp1r9a/Ppp3cc/Dmd/Cxcr5/Zmpste24,9
GO:0007411,BP,GO:0007411,axon guidance,14/524,145/8687,0.054395277,0.274550645,0.233332999,Nrcam/Ablim1/Zic2/Bsg/Tubb3/Nfib/Sema7a/Chl1/Sema3d/Lamb2/Rtn4rl1/Lama2/Tbr1/Egr2,14
GO:0097435,BP,GO:0097435,supramolecular fiber organization,34/524,425/8687,0.054472653,0.27465862,0.233424763,Inpp5j/Gas7/Itgb1/Cryab/Map1a/Ppp1r9b/Clip4/Tpm1/Myo6/Sorbs2/Sh3pxd2b/Arf1/Myo5a/Src/Ppp1r9a/Stmn3/Rhobtb3/Cdkn1b/Serpinh1/Pcdh15/Dyrk1a/Synpo/Pfn2/Bcl2/Tmsb10/Kank3/Cyp1b1/Aebp1/Col1a1/Cald1/Col1a2/Rhoc/Kank2/Met,34
GO:0006954,BP,GO:0006954,inflammatory response,21/524,240/8687,0.05453393,0.274685278,0.233447419,Itgb1/Abr/Gpx4/Cd81/Nfe2l1/Ednrb/Myo5a/Hnrnpa0/Sod1/Pla2g7/Dab2ip/Chst2/Tnfrsf1a/Sema7a/Nupr1/Jam3/Pmp22/Fn1/Cyba/Lyn/Adcyap1,21
GO:0009636,BP,GO:0009636,response to toxic substance,8/524,69/8687,0.054775613,0.275055435,0.233762005,Mt1/Mt3/Ppp1r9a/Sod1/Bcl2/Cyp1b1/Nupr1/Slc30a10,8
GO:0030175,CC,GO:0030175,filopodium,8/524,69/8687,0.054775613,0.275055435,0.233762005,Itgb1/Pdpn/Ppp1r9b/Myo5a/Ppp1r9a/Tubb3/Dmd/Syne2,8
GO:0070304,BP,GO:0070304,positive regulation of stress-activated protein kinase signaling cascade,8/524,69/8687,0.054775613,0.275055435,0.233762005,Dixdc1/Ankrd6/Rassf2/Dab2ip/Igfbp6/Rell1/Lyn/Met,8
GO:0007169,BP,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,27/524,325/8687,0.055634154,0.27908094,0.23718317,Prkcb/Ntrk2/Adipor1/Epn2/Pten/Hap1/Mt3/Src/Tiam1/Igf2/Rassf2/Dab2ip/Igfbp6/Fgf1/Vegfb/Gnai2/Iqgap1/Dcn/Bcar3/Efemp1/Fgfr3/Slc30a10/Col1a1/Ghr/Shc4/Lyn/Met,27
GO:0032386,BP,GO:0032386,regulation of intracellular transport,20/524,227/8687,0.056239185,0.280706394,0.238564599,Pkig/Cryab/Khdrbs1/Mlc1/Hap1/Cd81/Ppp1cc/Arf1/Src/Slc1a1/Jup/Scp2/Lamp1/Tnfrsf1a/Zic1/Arhgap44/Ptpn14/Ehd1/Bag3/Cabp1,20
GO:0009617,BP,GO:0009617,response to bacterium,17/524,186/8687,0.056438725,0.280706394,0.238564599,Gbp7/Chga/Abr/Trib1/Ednrb/Hnrnpa0/Chd7/Nfib/Dab2ip/Tnfrsf1a/Vip/Stat1/Hba-a2/Pmp22/Cyba/Aqp1/Lyn,17
GO:0032589,CC,GO:0032589,neuron projection membrane,6/524,46/8687,0.0565219,0.280706394,0.238564599,Gabarapl1/Slc12a5/Ppp1r9b/Gabrg2/Gabra3/Kcnc1,6
GO:1901796,BP,GO:1901796,regulation of signal transduction by p53 class mediator,6/524,46/8687,0.0565219,0.280706394,0.238564599,Ubb/Hnrnpk/Ddx5/Npm1/Dyrk1a/Zmpste24,6
GO:0042326,BP,GO:0042326,negative regulation of phosphorylation,21/524,241/8687,0.056527083,0.280706394,0.238564599,Inpp5j/Pkig/Smpd1/Sh3gl2/Adarb1/Pten/Trib1/Npm1/Pebp1/Cdkn1b/Rgs2/Rassf2/Dab2ip/Dmd/Nupr1/Camk2n2/Wwtr1/Dusp26/Lyn/Dnajc10/Met,21
GO:0030865,BP,GO:0030865,cortical cytoskeleton organization,5/524,35/8687,0.056959509,0.280706394,0.238564599,Akap11/Rhobtb3/Synpo/Rhoc/Tln1,5
GO:2000378,BP,GO:2000378,negative regulation of reactive oxygen species metabolic process,5/524,35/8687,0.056959509,0.280706394,0.238564599,Vdac1/Cryab/Mt3/Bcl2/Slc30a10,5
GO:0097485,BP,GO:0097485,neuron projection guidance,14/524,146/8687,0.057003142,0.280706394,0.238564599,Nrcam/Ablim1/Zic2/Bsg/Tubb3/Nfib/Sema7a/Chl1/Sema3d/Lamb2/Rtn4rl1/Lama2/Tbr1/Egr2,14
GO:0002026,BP,GO:0002026,regulation of the force of heart contraction,3/524,15/8687,0.057727447,0.280706394,0.238564599,Chga/Ryr2/Pebp1,3
GO:0002691,BP,GO:0002691,regulation of cellular extravasation,3/524,15/8687,0.057727447,0.280706394,0.238564599,Abr/Chst2/Jam3,3
GO:0005251,MF,GO:0005251,delayed rectifier potassium channel activity,3/524,15/8687,0.057727447,0.280706394,0.238564599,Kcna4/Kcnc1/Kcnb2,3
GO:0005891,CC,GO:0005891,voltage-gated calcium channel complex,3/524,15/8687,0.057727447,0.280706394,0.238564599,Cacna1c/Cacna1h/Cacna2d2,3
GO:0009678,MF,GO:0009678,pyrophosphate hydrolysis-driven proton transmembrane transporter activity,3/524,15/8687,0.057727447,0.280706394,0.238564599,Atp6v1g2/Atp6v1d/Atp6v0e2,3
GO:0010543,BP,GO:0010543,regulation of platelet activation,3/524,15/8687,0.057727447,0.280706394,0.238564599,Pdpn/Cd9/Lyn,3
GO:0010893,BP,GO:0010893,positive regulation of steroid biosynthetic process,3/524,15/8687,0.057727447,0.280706394,0.238564599,Igf2/Scp2/Fgf1,3
GO:0030132,CC,GO:0030132,clathrin coat of coated pit,3/524,15/8687,0.057727447,0.280706394,0.238564599,Cltc/Ap2m1/Clta,3
GO:0030204,BP,GO:0030204,chondroitin sulfate metabolic process,3/524,15/8687,0.057727447,0.280706394,0.238564599,Csgalnact1/Dcn/Ugdh,3
GO:0032011,BP,GO:0032011,ARF protein signal transduction,3/524,15/8687,0.057727447,0.280706394,0.238564599,Psd/Cyth3/Cyth2,3
GO:0032012,BP,GO:0032012,regulation of ARF protein signal transduction,3/524,15/8687,0.057727447,0.280706394,0.238564599,Psd/Cyth3/Cyth2,3
GO:0033032,BP,GO:0033032,regulation of myeloid cell apoptotic process,3/524,15/8687,0.057727447,0.280706394,0.238564599,Pten/Bcl2/St6gal1,3
GO:0035987,BP,GO:0035987,endodermal cell differentiation,3/524,15/8687,0.057727447,0.280706394,0.238564599,Hsbp1/Col12a1/Fn1,3
GO:0048799,BP,GO:0048799,animal organ maturation,3/524,15/8687,0.057727447,0.280706394,0.238564599,Snx10/Ryr1/Fgfr3,3
GO:0061744,BP,GO:0061744,motor behavior,3/524,15/8687,0.057727447,0.280706394,0.238564599,Adarb1/Slc1a1/Pmp22,3
GO:0071402,BP,GO:0071402,cellular response to lipoprotein particle stimulus,3/524,15/8687,0.057727447,0.280706394,0.238564599,Itgb1/Cd81/Cd9,3
GO:0097107,BP,GO:0097107,postsynaptic density assembly,3/524,15/8687,0.057727447,0.280706394,0.238564599,Nrxn2/Pten/Nptx1,3
GO:1904706,BP,GO:1904706,negative regulation of vascular associated smooth muscle cell proliferation,3/524,15/8687,0.057727447,0.280706394,0.238564599,Pten/Tpm1/Cdkn1b,3
GO:1904894,BP,GO:1904894,positive regulation of receptor signaling pathway via STAT,3/524,15/8687,0.057727447,0.280706394,0.238564599,Adipor1/Cyp1b1/Ghr,3
GO:2000369,BP,GO:2000369,regulation of clathrin-dependent endocytosis,3/524,15/8687,0.057727447,0.280706394,0.238564599,Sh3gl2/Dnajc6/Bmp2k,3
GO:0014013,BP,GO:0014013,regulation of gliogenesis,9/524,82/8687,0.057789127,0.280706394,0.238564599,Zcchc24/Ski/Dlx1/Gpr37l1/Ppp1cc/Fgfr3/Lyn/Adcyap1/Egr2,9
GO:0021987,BP,GO:0021987,cerebral cortex development,9/524,82/8687,0.057789127,0.280706394,0.238564599,Hnrnpk/Ntrk2/Cdk5r2/Dixdc1/Lrp8/Mboat7/Dab2ip/Nr2f1/Syne2,9
GO:0097061,BP,GO:0097061,dendritic spine organization,9/524,82/8687,0.057789127,0.280706394,0.238564599,Pten/Arf1/Ppp1r9a/Tanc2/Lrp8/Eef2k/Homer1/Dlg4/Arhgap44,9
GO:2000377,BP,GO:2000377,regulation of reactive oxygen species metabolic process,9/524,82/8687,0.057789127,0.280706394,0.238564599,Vdac1/Cryab/Mt3/Sod1/Gnai2/Bcl2/Cyp1b1/Slc30a10/Cyba,9
GO:0015631,MF,GO:0015631,tubulin binding,20/524,228/8687,0.05834089,0.283106239,0.240604161,Kif1b/Dnm1/Cryab/Map1a/Gnas/Nme1/Kifc2/Dixdc1/Gjb6/Clip4/Sybu/Klc1/Tiam1/Stmn3/Agtpbp1/Rgs2/Dyrk1a/Ttll7/Mtus1/Lyn,20
GO:0098930,BP,GO:0098930,axonal transport,7/524,58/8687,0.058569975,0.283467826,0.240911463,Kif1b/Map1a/Hsbp1/Hap1/Sybu/Agtpbp1/Sod1,7
GO:1900182,BP,GO:1900182,positive regulation of protein localization to nucleus,7/524,58/8687,0.058569975,0.283467826,0.240911463,Npm1/Src/Jup/Tnfrsf1a/Zic1/Wwtr1/Bag3,7
GO:0005911,CC,GO:0005911,cell-cell junction,23/524,270/8687,0.058588743,0.283467826,0.240911463,Itgb1/Stard10/Mlc1/Gjb6/Cyth3/Tiam1/Cyth2/Magi3/Lin7a/Cldn11/Jup/Adcyap1r1/Dlg4/Synpo/Iqgap1/Jam2/Jam3/Pmp22/Lims1/Limd1/Tln1/Wnk4/Lyn,23
GO:0010594,BP,GO:0010594,regulation of endothelial cell migration,10/524,95/8687,0.059552451,0.287846627,0.244632886,Bsg/Igf2/Sparc/Jup/Vash1/Dab2ip/Fgf1/Dcn/Rin2/Met,10
GO:0051056,BP,GO:0051056,regulation of small GTPase mediated signal transduction,14/524,147/8687,0.05969497,0.2882515,0.244976976,Itgb1/Psd/Cyth3/Src/Stmn3/Rasa2/Cyth2/Arhgef3/Sipa1l2/Adcyap1r1/Dab2ip/Arhgap44/Kank2/Met,14
GO:0005975,BP,GO:0005975,carbohydrate metabolic process,25/524,299/8687,0.060013948,0.289506813,0.246043832,Inpp5j/Ldhb/Cltc/Aldoa/Mdh2/Ppp1cb/Adipor1/Pten/Pfkp/Nfe2l1/Mdh1/Ppp1cc/Fam3c/Src/Gpd2/Igf2/Nr3c1/Csgalnact1/Adcyap1r1/Chst2/Glo1/Nupr1/Ugdh/Hs2st1/Zmpste24,25
GO:0071692,BP,GO:0071692,protein localization to extracellular region,19/524,215/8687,0.06014799,0.289596342,0.24611992,Ildr2/Chga/Cplx1/Sybu/Bsg/Ednrb/Arf1/Cacna1c/Myo5a/Psap/Pclo/Vsnl1/Rab3a/Slc12a2/Cbln4/Exph5/Ucp2/Nbl1/Adcyap1,19
GO:0005871,CC,GO:0005871,kinesin complex,4/524,25/8687,0.06044571,0.289596342,0.24611992,Kif1b/Kifc2/Klc1/Kifap3,4
GO:0007212,BP,GO:0007212,dopamine receptor signaling pathway,4/524,25/8687,0.06044571,0.289596342,0.24611992,Gnas/Nsg1/Slc1a1/Klf16,4
GO:0016903,MF,GO:0016903,"oxidoreductase activity, acting on the aldehyde or oxo group of donors",4/524,25/8687,0.06044571,0.289596342,0.24611992,Hsd17b12/Suclg2/Aldh7a1/Aldh1l1,4
GO:0032232,BP,GO:0032232,negative regulation of actin filament bundle assembly,4/524,25/8687,0.06044571,0.289596342,0.24611992,Ppp1r9a/Kank3/Kank2/Met,4
GO:0043551,BP,GO:0043551,regulation of phosphatidylinositol 3-kinase activity,4/524,25/8687,0.06044571,0.289596342,0.24611992,Src/Dab2ip/Fgfr3/Lyn,4
GO:1905517,BP,GO:1905517,macrophage migration,4/524,25/8687,0.06044571,0.289596342,0.24611992,Cd81/Ednrb/Cd9/Mtus1,4
GO:0050727,BP,GO:0050727,regulation of inflammatory response,12/524,121/8687,0.060617222,0.290088458,0.246538155,Abr/Gpx4/Cd81/Nfe2l1/Ednrb/Sod1/Tnfrsf1a/Sema7a/Nupr1/Pmp22/Lyn/Adcyap1,12
GO:0032970,BP,GO:0032970,regulation of actin filament-based process,21/524,243/8687,0.060666685,0.290088458,0.246538155,Pdpn/Ryr2/Dixdc1/Tpm1/Sh3pxd2b/Arf1/Cacna1c/Ppp1r9a/Cacna1h/Rhobtb3/Jup/Synpo/Pfn2/Iqgap1/Tmsb10/Kank3/Jam3/Arhgap44/Rhoc/Kank2/Met,21
GO:0021549,BP,GO:0021549,cerebellum development,9/524,83/8687,0.061531634,0.293926182,0.249799731,Cdk5r2/Dixdc1/Hap1/Sptbn2/Sez6l/Cend1/Psap/Agtpbp1/Whrn,9
GO:0017022,MF,GO:0017022,myosin binding,6/524,47/8687,0.06164901,0.293926182,0.249799731,Rab6b/Hap1/Rab3a/Dmd/Cald1/Myl9,6
GO:0061001,BP,GO:0061001,regulation of dendritic spine morphogenesis,6/524,47/8687,0.06164901,0.293926182,0.249799731,Pten/Ppp1r9a/Tanc2/Lrp8/Eef2k/Arhgap44,6
GO:0001936,BP,GO:0001936,regulation of endothelial cell proliferation,8/524,71/8687,0.062883602,0.298001229,0.253263001,Igf2/Sparc/Vash1/Vegfb/Vip/Stat1/Fgfr3/Cyba,8
GO:0003073,BP,GO:0003073,regulation of systemic arterial blood pressure,5/524,36/8687,0.063014913,0.298001229,0.253263001,Nedd4l/Gpr37l1/Tpm1/Ednrb/Cyba,5
GO:0007528,BP,GO:0007528,neuromuscular junction development,5/524,36/8687,0.063014913,0.298001229,0.253263001,Ntrk2/Sorbs2/Pmp22/Lamb2/Cacna2d2,5
GO:0014911,BP,GO:0014911,positive regulation of smooth muscle cell migration,5/524,36/8687,0.063014913,0.298001229,0.253263001,Myo5a/Src/Iqgap1/Bcl2/Cyp1b1,5
GO:0050810,BP,GO:0050810,regulation of steroid biosynthetic process,5/524,36/8687,0.063014913,0.298001229,0.253263001,Igf2/Nr3c1/Sod1/Scp2/Fgf1,5
GO:0051384,BP,GO:0051384,response to glucocorticoid,5/524,36/8687,0.063014913,0.298001229,0.253263001,Npas4/Nr3c1/Bcl2/Fibin/Aqp1,5
GO:1902991,BP,GO:1902991,regulation of amyloid precursor protein catabolic process,5/524,36/8687,0.063014913,0.298001229,0.253263001,Ntrk2/Rtn1/Hap1/Rtn3/Lyn,5
GO:0005875,CC,GO:0005875,microtubule associated complex,7/524,59/8687,0.063171887,0.298001229,0.253263001,Kif1b/Map1a/Kifc2/Klc1/Kifap3/Dynlt3/Incenp,7
GO:0007596,BP,GO:0007596,blood coagulation,7/524,59/8687,0.063171887,0.298001229,0.253263001,Gnas/Pdpn/Pip5k1c/Cd9/Entpd1/Fn1/Lyn,7
GO:0014909,BP,GO:0014909,smooth muscle cell migration,7/524,59/8687,0.063171887,0.298001229,0.253263001,Trib1/Tpm1/Myo5a/Src/Iqgap1/Bcl2/Cyp1b1,7
GO:0060997,BP,GO:0060997,dendritic spine morphogenesis,7/524,59/8687,0.063171887,0.298001229,0.253263001,Pten/Ppp1r9a/Tanc2/Lrp8/Eef2k/Dlg4/Arhgap44,7
GO:0051403,BP,GO:0051403,stress-activated MAPK cascade,13/524,135/8687,0.063279303,0.29822119,0.25344994,Cryab/Mapk10/Dixdc1/Trib1/Fgf12/Magi3/Ankrd6/Rassf2/Dab2ip/Igfbp6/Fgfr3/Rell1/Met,13
GO:0050767,BP,GO:0050767,regulation of neurogenesis,25/524,301/8687,0.063877692,0.300752356,0.255601107,Nap1l1/Zcchc24/Ski/Ntrk2/Dlx1/Dixdc1/Pten/Hap1/Gpr37l1/Ppp1cc/Mt3/Tiam1/Lrp8/Chd7/Eef2k/Tiam2/Sema7a/Fgfr3/Sema3d/Fn1/Lyn/Met/Adcyap1/Trim11/Egr2,25
GO:0043434,BP,GO:0043434,response to peptide hormone,18/524,203/8687,0.064337253,0.302625658,0.257193175,Prkcb/Hnrnpk/Adipor1/Pten/Ednrb/Ywhag/Myo5a/Src/Igf2/Cpeb2/Gnai2/Rab31/Bcar3/Stat1/Slc30a10/Pld2/Ghr/Egr2,18
GO:0040008,BP,GO:0040008,regulation of growth,33/524,417/8687,0.064821124,0.304609612,0.258879283,Prkcb/Nedd4l/Hnrnpk/Cspg5/Cryab/Gnas/Adipor1/Pten/Ppp1r9b/Cd81/Sh3pxd2b/Mt3/Cacna1c/Npm1/Igf2/Cdkn1b/Chd7/Nr3c1/Rgs2/Sod1/Sdcbp/Dab2ip/Bcl2/Sema7a/Fgfr3/Sema3d/Fn1/Ghr/Cyba/Cacna2d2/Meis1/Igfbpl1/Zmpste24,33
GO:0005874,CC,GO:0005874,microtubule,22/524,259/8687,0.064903312,0.304703971,0.258959476,Gabarapl1/Kif1b/Dnm1/Map1a/Cltc/Kifc2/Clip4/Sybu/Wdr47/Klc1/Mt3/Tubb3/Kifap3/Nav1/Dynlt3/Tuba8/Cyp2a5/Dyrk1a/Ttll7/Iqgap1/Dcdc2a/Incenp,22
GO:0009725,BP,GO:0009725,response to hormone,31/524,388/8687,0.065052647,0.305113082,0.259307168,Prkcb/Hnrnpk/Ddx5/Ntrk2/Gnas/Npas4/Adipor1/Pten/Ednrb/Mt3/Ywhag/Myo5a/Src/Igf2/Nr3c1/Wbp2/Cpeb2/Gnai2/Bcl2/Rab31/Bcar3/Stat1/Slc30a10/Pld2/Fibin/Ghr/Aqp1/Lyn/Kank2/Spp1/Egr2,31
GO:0031345,BP,GO:0031345,negative regulation of cell projection organization,14/524,149/8687,0.065333797,0.305851358,0.259934609,Inpp5j/Itgb1/Pten/Mt3/Cyth2/Pfn2/Sema7a/Ctsz/Efemp1/Arhgap44/Pmp22/Sema3d/Rtn4rl1/H2-D1,14
GO:0043523,BP,GO:0043523,regulation of neuron apoptotic process,16/524,176/8687,0.065334738,0.305851358,0.259934609,Ntrk2/Dlx1/Mt1/Mt3/Npm1/Nr3c1/Slc1a1/Sod1/Vegfb/Bcl2/Tnfrsf1a/Chl1/Ctsz/Nupr1/Fgfr3/Slc30a10,16
GO:0055067,BP,GO:0055067,monovalent inorganic cation homeostasis,9/524,84/8687,0.065425437,0.305983978,0.260047319,Atp1a3/Slc12a5/Gnas/Slc4a10/Ednrb/Slc12a2/Gnai2/Bcl2/Spp1,9
GO:1901888,BP,GO:1901888,regulation of cell junction assembly,13/524,136/8687,0.066317179,0.309859123,0.263340697,Nedd4l/Ntrk2/Pten/Src/Ppp1r9a/Negr1/Eef2k/Rap1a/Iqgap1/Slitrk5/Nptx1/Lims1/Col16a1,13
GO:0005925,CC,GO:0005925,focal adhesion,10/524,97/8687,0.066733013,0.309976066,0.263440084,Itgb1/Src/Iqgap1/Bcar3/Tns3/Syne2/Lims1/Limd1/Cyba/Tln1,10
GO:0035091,MF,GO:0035091,phosphatidylinositol binding,15/524,163/8687,0.066888591,0.309976066,0.263440084,Pitpnc1/Cyth3/Cadps/Sh3pxd2b/Npm1/Snx10/Sdcbp/Dab2ip/Pfn2/Iqgap1/Zcchc14/Snx7/Tpcn1/Pld2/Tln1,15
GO:0022029,BP,GO:0022029,telencephalon cell migration,6/524,48/8687,0.067042507,0.309976066,0.263440084,Cdk5r2/Dixdc1/Lrp8/Mboat7/Dab2ip/Syne2,6
GO:0062014,BP,GO:0062014,negative regulation of small molecule metabolic process,6/524,48/8687,0.067042507,0.309976066,0.263440084,Atcay/Fam3c/Sod1/Nupr1/Entpd1/Acadl,6
GO:1903561,CC,GO:1903561,extracellular vesicle,6/524,48/8687,0.067042507,0.309976066,0.263440084,Aldoa/Cd81/Sdcbp/Cd9/Fn1/Aqp1,6
GO:1904589,BP,GO:1904589,regulation of protein import,6/524,48/8687,0.067042507,0.309976066,0.263440084,Pkig/Jup/Tnfrsf1a/Zic1/Bag3/Cabp1,6
GO:0001649,BP,GO:0001649,osteoblast differentiation,11/524,110/8687,0.06716547,0.309976066,0.263440084,Ski/Ddx5/Gnas/Sh3pxd2b/Igf2/Rassf2/Wwtr1/Crim1/Limd1/Col1a1/Spp1,11
GO:0021543,BP,GO:0021543,pallium development,11/524,110/8687,0.06716547,0.309976066,0.263440084,Hnrnpk/Ntrk2/Cdk5r2/Dlx1/Dixdc1/Pten/Lrp8/Mboat7/Dab2ip/Nr2f1/Syne2,11
GO:0043266,BP,GO:0043266,regulation of potassium ion transport,8/524,72/8687,0.06720384,0.309976066,0.263440084,Itgb1/Nedd4l/Pten/Kcnc1/Vip/Wwp2/Wnk4/Adcyap1,8
GO:0072384,BP,GO:0072384,organelle transport along microtubule,8/524,72/8687,0.06720384,0.309976066,0.263440084,Kif1b/Ubb/Hsbp1/Hap1/Sybu/Agtpbp1/Lamp1/Syne2,8
GO:0010766,BP,GO:0010766,negative regulation of sodium ion transport,3/524,16/8687,0.067976266,0.309976066,0.263440084,Nedd4l/Hecw1/Wnk4,3
GO:0019674,BP,GO:0019674,NAD metabolic process,3/524,16/8687,0.067976266,0.309976066,0.263440084,Ldhb/Pfkp/Mdh1,3
GO:0031672,CC,GO:0031672,A band,3/524,16/8687,0.067976266,0.309976066,0.263440084,Cryab/Ryr2/Klhl40,3
GO:0043194,CC,GO:0043194,axon initial segment,3/524,16/8687,0.067976266,0.309976066,0.263440084,Nrcam/Map1a/Nav1,3
GO:0071577,BP,GO:0071577,zinc ion transmembrane transport,3/524,16/8687,0.067976266,0.309976066,0.263440084,Slc1a1/Slc39a11/Slc30a10,3
GO:1904031,BP,GO:1904031,positive regulation of cyclin-dependent protein kinase activity,3/524,16/8687,0.067976266,0.309976066,0.263440084,Cdk5r2/Src/Cdkn1b,3
GO:0010660,BP,GO:0010660,regulation of muscle cell apoptotic process,7/524,60/8687,0.067987801,0.309976066,0.263440084,Lifr/Pten/Npm1/Bcl2/Nupr1/Bag3/Adcyap1,7
GO:0021954,BP,GO:0021954,central nervous system neuron development,7/524,60/8687,0.067987801,0.309976066,0.263440084,Ubb/Ntrk2/Slc4a10/Adarb1/Pten/Agtpbp1/Nfib,7
GO:0048145,BP,GO:0048145,regulation of fibroblast proliferation,7/524,60/8687,0.067987801,0.309976066,0.263440084,Ski/Dab2ip/Nupr1/Trp53inp1/Fn1/Aqp1/Zmpste24,7
GO:0014046,BP,GO:0014046,dopamine secretion,4/524,26/8687,0.068174516,0.309976066,0.263440084,Prkcb/Myo5a/Rab3a/Entpd1,4
GO:0014059,BP,GO:0014059,regulation of dopamine secretion,4/524,26/8687,0.068174516,0.309976066,0.263440084,Prkcb/Myo5a/Rab3a/Entpd1,4
GO:0034308,BP,GO:0034308,primary alcohol metabolic process,4/524,26/8687,0.068174516,0.309976066,0.263440084,Ednrb/Cacna1h/Cyp1b1/Dhrs3,4
GO:0035315,BP,GO:0035315,hair cell differentiation,4/524,26/8687,0.068174516,0.309976066,0.263440084,Myo6/Pcdh15/Sod1/Whrn,4
GO:0042446,BP,GO:0042446,hormone biosynthetic process,4/524,26/8687,0.068174516,0.309976066,0.263440084,Cacna1h/Igf2/Nr3c1/Scp2,4
GO:0050982,BP,GO:0050982,detection of mechanical stimulus,4/524,26/8687,0.068174516,0.309976066,0.263440084,Pcdh15/Jup/Slc12a2/Whrn,4
GO:0061005,BP,GO:0061005,cell differentiation involved in kidney development,4/524,26/8687,0.068174516,0.309976066,0.263440084,Basp1/Ednrb/Wwtr1/Lamb2,4
GO:0098918,MF,GO:0098918,structural constituent of synapse,4/524,26/8687,0.068174516,0.309976066,0.263440084,Sptbn2/Pclo/Homer1/Dlg4,4
GO:1990089,BP,GO:1990089,response to nerve growth factor,4/524,26/8687,0.068174516,0.309976066,0.263440084,Ntrk2/Sh3gl2/Rap1a/Ehd1,4
GO:1990090,BP,GO:1990090,cellular response to nerve growth factor stimulus,4/524,26/8687,0.068174516,0.309976066,0.263440084,Ntrk2/Sh3gl2/Rap1a/Ehd1,4
GO:0000271,BP,GO:0000271,polysaccharide biosynthetic process,5/524,37/8687,0.069418549,0.313837104,0.266721473,Cltc/Ppp1cb/Igf2/Csgalnact1/Hs2st1,5
GO:0001656,BP,GO:0001656,metanephros development,5/524,37/8687,0.069418549,0.313837104,0.266721473,Bcl2/Wwtr1/Lamb2/Calb1/Aqp1,5
GO:0008238,MF,GO:0008238,exopeptidase activity,5/524,37/8687,0.069418549,0.313837104,0.266721473,Agtpbp1/Vash1/Ctsz/Aebp1/Ctsh,5
GO:0014014,BP,GO:0014014,negative regulation of gliogenesis,5/524,37/8687,0.069418549,0.313837104,0.266721473,Ski/Dlx1/Gpr37l1/Fgfr3/Adcyap1,5
GO:0043621,MF,GO:0043621,protein self-association,5/524,37/8687,0.069418549,0.313837104,0.266721473,Ctsb/Ryr2/Mdh2/Dyrk1a/Ctsh,5
GO:0090398,BP,GO:0090398,cellular senescence,5/524,37/8687,0.069418549,0.313837104,0.266721473,Vash1/Ypel3/Nampt/Slc30a10/Zmpste24,5
GO:0008514,MF,GO:0008514,organic anion transmembrane transporter activity,9/524,85/8687,0.069471483,0.313837104,0.266721473,Slc4a10/Slc2a3/Slc1a1/Slc25a1/Slco3a1/Slc6a9/Slc6a13/Slco1a4/Slco5a1,9
GO:0050673,BP,GO:0050673,epithelial cell proliferation,19/524,219/8687,0.069608928,0.31416872,0.267003305,Nme1/Pten/Ednrb/Npm1/Igf2/Sparc/Cdkn1b/Nfib/Vash1/Dab2ip/Htra1/Fgf1/Vegfb/Vip/Nupr1/Stat1/Fgfr3/Lims1/Cyba,19
GO:0016079,BP,GO:0016079,synaptic vesicle exocytosis,10/524,98/8687,0.070522029,0.317997312,0.270257119,Prkcb/Cspg5/Cplx1/Sptbn2/Cadps/Myo6/Pclo/Rab3a/Rap1a/Pfn2,10
GO:0030705,BP,GO:0030705,cytoskeleton-dependent intracellular transport,14/524,151/8687,0.071317687,0.320995021,0.272804789,Kif1b/Ubb/Map1a/Hsbp1/Hap1/Sybu/Klc1/Myo6/Myo5a/Tanc2/Agtpbp1/Sod1/Lamp1/Syne2,14
GO:0048813,BP,GO:0048813,dendrite morphogenesis,14/524,151/8687,0.071317687,0.320995021,0.272804789,Itgb1/Nedd4l/Hecw1/Pten/Ppp1r9a/Tanc2/Lrp8/Eef2k/Sdc2/Dlg4/Slitrk5/Dcdc2a/Arhgap44/Met,14
GO:0002703,BP,GO:0002703,regulation of leukocyte mediated immunity,8/524,73/8687,0.071702704,0.321842147,0.273524737,Abr/Cd81/Stx7/Igf2/Lamp1/Pld2/H2-D1/Lyn,8
GO:0010469,BP,GO:0010469,regulation of signaling receptor activity,8/524,73/8687,0.071702704,0.321842147,0.273524737,Itgb1/Pten/Src/Homer1/Dlg4/Dlgap3/Nptx1/Slc6a9,8
