,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0050840,MF,GO:0050840,extracellular matrix binding,12/560,34/4865,0.000240838,0.003945458,0.003177235,ITGAV/FBLN2/RPSA/LRRC15/SPARCL1/SPP1/SPARC/CD248/DCN/LGALS3/ANXA2/LGALS1,12
GO:0010628,BP,GO:0010628,positive regulation of gene expression,68/560,393/4865,0.00024259,0.003952067,0.003182557,ID3/RPL11/LMNA/CD55/RPS7/NCK2/STAT1/HSPD1/CREB1/FN1/HEG1/HMCES/EIF4G1/PPP3CA/IRF1/CD74/HLA-A/HLA-DPA1/HLA-DPB1/GJA1/IFNGR1/AGR2/CLU/SULF1/TNC/GATA3/VIM/EIF5AL1/CD81/HPX/EIF4G2/SAA1/MDK/RPS3/GAPDH/SLC38A2/LRP1/LUM/POSTN/GAS6/MMP14/HSP90AA1/B2M/MAPK3/ITGAX/MAF/CYBA/CCL5/RPL23/ERBB2/KRT17/ACTG1/CIRBP/EEF2/C3/ELOF1/HPN/TYROBP/ZFP36/TGFB1/RPS9/SULF2/MIF/XBP1/ATF4/CYBB/RBM3/RPS4X,68
GO:0019884,BP,GO:0019884,antigen processing and presentation of exogenous antigen,10/560,25/4865,0.000245898,0.003952067,0.003182557,CD74/HLA-A/HLA-DRA/HLA-DRB1/HLA-DPA1/HLA-DPB1/CTSL/CTSD/LGMN/B2M,10
GO:0031341,BP,GO:0031341,regulation of cell killing,10/560,25/4865,0.000245898,0.003952067,0.003182557,CD55/HLA-A/HLA-B/HLA-DRA/HLA-DRB1/AZGP1/CD59/B2M/TYROBP/BCL2L1,10
GO:0042116,BP,GO:0042116,macrophage activation,10/560,25/4865,0.000245898,0.003952067,0.003182557,C1QA/HSPD1/CD74/IFNGR1/CLU/GRN/TYROBP/IFNGR2/ITGB2/MIF,10
GO:0098576,CC,GO:0098576,lumenal side of membrane,10/560,25/4865,0.000245898,0.003952067,0.003182557,CD74/HLA-A/HLA-C/HLA-B/HLA-DRA/HLA-DRB1/HLA-DPA1/HLA-DPB1/SPPL2B/BCAP31,10
GO:1903706,BP,GO:1903706,regulation of hemopoiesis,27/560,117/4865,0.000254182,0.004069794,0.003277361,JUN/STAT1/CREB1/LOX/IRF1/CD74/HLA-B/HLA-DRA/HLA-DRB1/TMEM176B/TMEM64/GATA3/MDK/GAS6/MMP14/NFKBIA/ZFP36L1/FOS/B2M/FBN1/ERBB2/PRDX2/TYROBP/ZFP36/TGFB1/MAFB/XBP1,27
GO:0050776,BP,GO:0050776,regulation of immune response,46/560,240/4865,0.000260875,0.004161253,0.003351012,C1QA/C1QB/GBP1/S100A14/FCGR3A/CD55/RTN4/COL3A1/STAT1/HSPD1/HMCES/IRF1/CD74/HLA-A/HLA-B/HLA-DRA/HLA-DRB1/HLA-DPB1/CD24/AZGP1/CLU/GATA3/HTRA1/CD81/HPX/CD59/RPS3/C1S/C1R/A2M/NFKBIA/LGALS3/HSP90AA1/B2M/CYBA/CCL5/GRN/SPPL2B/C3/TYROBP/TGFB1/RPS19/APOE/PRNP/ITGB2/XBP1,46
GO:0070527,BP,GO:0070527,platelet aggregation,9/560,21/4865,0.000272477,0.004313874,0.003473916,PDPN/FN1/RAP2B/ACTB/CD9/ACTG1/MYL9/GNAS/FLNA,9
GO:1905517,BP,GO:1905517,macrophage migration,9/560,21/4865,0.000272477,0.004313874,0.003473916,CD81/SAA1/MDK/CD9/MMP14/LGALS3/MAPK3/CCL5/MIF,9
GO:0042605,MF,GO:0042605,peptide antigen binding,8/560,17/4865,0.000276255,0.004357436,0.003508996,DHCR24/HLA-A/HLA-C/HLA-B/HLA-DRA/HLA-DRB1/HLA-DPA1/HLA-DPB1,8
GO:1901652,BP,GO:1901652,response to peptide,39/560,194/4865,0.000281843,0.004429118,0.003566721,SHC1/STAT1/CREB1/IGFBP5/GNAI2/HADH/MAP1B/SPARC/STC2/GJA1/ENPP1/GGH/CYC1/VIM/CXCL12/ANO1/MMP13/LRP1/RAP1B/OSBPL8/GJB2/NFKBIA/ZFP36L1/LGMN/FBN1/MYO5A/MMP2/CYBA/MYO1C/SERPINF1/RPL23/COL1A1/RAB31/BSG/PRNP/XBP1/SYAP1/CYBB/TIMP1,39
GO:0051591,BP,GO:0051591,response to cAMP,11/560,30/4865,0.000298115,0.004651816,0.003746057,JUN/STAT1/IGFBP5/SPARC/AQP1/LDHA/RAP1B/ZFP36L1/FOS/COL1A1/BSG,11
GO:0030336,BP,GO:0030336,negative regulation of cell migration,26/560,112/4865,0.000298207,0.004651816,0.003746057,CERS2/ADAM15/COL3A1/IGFBP5/RAP2B/APOD/SFRP2/DPYSL3/CD74/GJA1/SULF1/GTPBP4/CXCL12/LRP1/OSBPL8/DCN/ABHD2/NR2F2/MARVELD3/SERPINF1/SLC9A3R1/BST2/TGFB1/APOE/MIF/TIMP1,26
GO:0042277,MF,GO:0042277,peptide binding,25/560,106/4865,0.000299406,0.004653405,0.003747337,C1QA/DHCR24/GSTM3/PEX19/PFDN2/RAMP1/PPP3CA/CD74/HLA-A/HLA-C/HLA-B/HLA-DRA/HLA-DRB1/HLA-DPA1/HLA-DPB1/CLU/MGST1/PFDN5/LRP1/NFKBIA/APOE/PRNP/CST3/GSS/ITGB2,25
GO:0042379,MF,GO:0042379,chemokine receptor binding,6/560,10/4865,0.000316567,0.004866643,0.003919055,S100A14/STAT1/CXCL10/CXCL14/CXCL12/CCL5,6
GO:0042613,CC,GO:0042613,MHC class II protein complex,6/560,10/4865,0.000316567,0.004866643,0.003919055,CD74/HLA-DRA/HLA-DRB1/HLA-DPA1/HLA-DPB1/B2M,6
GO:0061844,BP,GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,6/560,10/4865,0.000316567,0.004866643,0.003919055,CXCL10/CXCL14/RPL30/GAPDH/RPS19/ROMO1,6
GO:0071363,BP,GO:0071363,cellular response to growth factor stimulus,47/560,249/4865,0.000323747,0.004959058,0.003993476,JUN/SHC1/COL3A1/CREB1/FSTL1/SFRP2/MAP1B/LOX/EEF1A1/PTPN12/COL1A2/PEG10/HIPK2/ZYX/SDCBP/SULF1/ASPN/GATA3/BAMBI/HTRA1/DKK3/CD44/CD63/DCN/POSTN/GAS6/ZFP36L1/LTBP2/FOS/LGMN/UBE3A/FBN1/CILP/MAPK3/MYO1C/CCL5/ERBB2/COL1A1/TWSG1/EEF2/SPINT2/ZFP36/TGFB1/SULF2/PMEPA1/SYAP1/GPC3,47
GO:0070374,BP,GO:0070374,positive regulation of ERK1 and ERK2 cascade,15/560,50/4865,0.000327018,0.004991147,0.004019317,SHC1/GNAI2/CD74/NELFE/HLA-DRB1/GPNMB/CD44/LRP1/RAP1B/GAS6/MAPK3/CCL5/TGFB1/APOE/MIF,15
GO:0071417,BP,GO:0071417,cellular response to organonitrogen compound,44/560,229/4865,0.000335594,0.005103672,0.004109932,COL16A1/SHC1/CAPN2/COL5A2/STAT1/CREB1/IGFBP5/GNAI2/MAP1B/GJA1/ENPP1/ACTB/AQP1/COL1A2/VIM/ANO1/LRP1/RAP1B/OSBPL8/GJB2/ZFP36L1/LGMN/FBN1/MYO5A/MAPK3/MMP2/CYBA/MYO1C/RPL23/PPP1R1B/COL1A1/SLC9A3R1/RAB31/GNA11/PRNP/BCL2L1/TGM2/GNAS/COL6A1/XBP1/ATF4/SYAP1/CYBB/FLNA,44
GO:0070665,BP,GO:0070665,positive regulation of leukocyte proliferation,14/560,45/4865,0.000339104,0.005138638,0.00413809,CD55/NCK2/IGFBP2/CD74/HLA-A/HLA-DPA1/HLA-DPB1/CD24/CD81/RPS3/MAPK3/CCL5/BST2/MIF,14
GO:0050877,BP,GO:0050877,nervous system process,41/560,209/4865,0.000340461,0.005140836,0.00413986,JUN/CREB1/LAMB2/PPP3CA/ATXN1/HLA-DRA/SOD2/AZGP1/PRKAR2B/HIPK2/RDH10/FABP5/NDUFB9/CXCL12/OAT/MDK/ANO1/C12orf57/LUM/GJB2/FOS/LGMN/UBE3A/B2M/MAPK3/ITGAX/IRX5/SERPINF1/GIT1/PPP1R1B/COL1A1/SLC9A3R1/TIMM13/EEF2/HPN/APOE/PRNP/CST4/CST1/GNAS/TIMP3,41
GO:0022603,BP,GO:0022603,regulation of anatomical structure morphogenesis,56/560,312/4865,0.000343212,0.005163997,0.004158511,PDPN/GBP1/RHOC/S100A10/CRABP2/RTN4/STAT1/FN1/ARPC2/SEMA3F/CXCL10/SPP1/PPP3CA/SFRP2/MAP1B/SPARC/GJA1/THBS2/GPNMB/AQP1/SEMA3C/HIPK2/SULF1/CTHRC1/GATA3/BAMBI/CXCL12/ADAM12/EIF4G2/CD44/MDK/CFL1/TMEM135/LRP1/DCN/POSTN/UBE3A/METRN/ALDOA/ITGAX/SERPINF1/ERBB2/GRN/SLC9A3R1/MYL12B/EPB41L3/C3/HPN/ACTN4/TGFB1/CST3/ITGB2/XBP1/CYBB/GPC3/FLNA,56
GO:0032496,BP,GO:0032496,response to lipopolysaccharide,24/560,101/4865,0.000349481,0.005239746,0.004219511,JUN/S100A14/CD55/CAPN2/HSPD1/CXCL10/SPARC/GJA1/SOD2/VIM/MGST1/DCN/GJB2/NFKBIA/FOS/LITAF/MAPK3/CD68/GIT1/CCL5/PRDX2/ZFP36/TGFB1/XBP1,24
GO:0071345,BP,GO:0071345,cellular response to cytokine stimulus,48/560,257/4865,0.000361301,0.005397895,0.004346867,GBP1/CAPN2/STAT1/HSPD1/CREB1/CXCL10/ACSL1/LOX/IRF1/DPYSL3/CD74/HLA-DPA1/CD24/IFNGR1/ZYX/GATA3/VIM/CXCL12/HPX/CD44/RPS3/GAPDH/TUBA1B/KRT8/RPLP0/POSTN/GAS6/NFKBIA/ZFP36L1/IFI27/MAPK3/MT2A/MT1X/CYBA/MYO1C/CCL5/COL1A1/ACTG1/SPPL2B/PLVAP/NDUFA13/ACTN4/ZFP36/RPL13A/IFNGR2/XBP1/RPL3/TMSB4X,48
GO:0043086,BP,GO:0043086,negative regulation of catalytic activity,49/560,264/4865,0.000365484,0.005441221,0.004381756,RPL11/IFI6/DHCR24/CNN3/TXNIP/ENSA/RPS7/COL6A3/GNAI2/HEG1/RARRES1/ANXA5/SFRP2/CAST/AQP1/PRKAR2B/CD44/GAPDH/A2M/TMBIM6/LRP1/GAS6/LGALS3/SERPINA5/SERPINA3/ANXA2/OAZ2/NR2F2/SERPINF1/RPL23/PPP1R1B/ORMDL3/TIMP2/USP14/RPS15/C3/BST2/SPINT2/ZFP36/APOE/APOC1/PRNP/CST3/CST4/CST1/WFDC2/TIMP3/TIMP1/GPC3,49
GO:0090596,BP,GO:0090596,sensory organ morphogenesis,18/560,67/4865,0.000393259,0.005834252,0.004698261,MFAP2/COL8A2/PRRX1/COL5A2/COL8A1/HIPK2/CTHRC1/COL5A1/GATA3/TSKU/C12orf57/FBN1/MAPK3/SLC9A3R1/HPN/MAFB/HMGN1/ATF4,18
GO:0022409,BP,GO:0022409,positive regulation of cell-cell adhesion,22/560,90/4865,0.000401122,0.005921455,0.004768484,PDPN/CD55/NCK2/HSPD1/IGFBP2/CD74/HLA-A/HLA-DRA/HLA-DRB1/HLA-DPA1/HLA-DPB1/CD24/GATA3/CD81/CD44/MDK/RPS3/B2M/CCL5/ITGB2/XBP1/LGALS1,22
GO:0006935,BP,GO:0006935,chemotaxis,33/560,158/4865,0.000401928,0.005921455,0.004768484,S100A14/ENAH/ITGAV/CREB1/LAMB2/SEMA3F/CXCL10/PALLD/LOX/CXCL14/CD74/LAMA2/GPNMB/SEMA3C/GATA3/CXCL12/SAA1/MDK/LRP1/GAS6/LGALS3/LGMN/MAPK3/CCL5/ERBB2/USP14/BSG/TGFB1/RPS19/VASP/ITGB2/MIF/TMSB4X,33
GO:0061564,BP,GO:0061564,axon development,30/560,139/4865,0.000408347,0.00599521,0.004827878,CERS2/CRABP2/ENAH/RTN4/CREB1/FN1/LAMB2/SEMA3F/APOD/SPP1/PALLD/MAP1B/LAMA2/ACTB/SEMA3C/TNC/GATA3/CXCL12/EIF4G2/TSKU/C12orf57/LRP1/HSP90AA1/METRN/ERBB2/GRN/BSG/APOE/VASP/FLNA,30
GO:0002763,BP,GO:0002763,positive regulation of myeloid leukocyte differentiation,9/560,22/4865,0.000414637,0.00604887,0.004871089,JUN/CREB1/CD74/HLA-DRB1/TMEM64/ZFP36L1/FOS/TYROBP/TGFB1,9
GO:0002698,BP,GO:0002698,negative regulation of immune effector process,11/560,31/4865,0.000414853,0.00604887,0.004871089,CD55/HLA-A/HLA-B/CD59/A2M/TMBIM6/LGALS3/GRN/BST2/TGFB1/RPS19,11
GO:0031258,CC,GO:0031258,lamellipodium membrane,7/560,14/4865,0.000428049,0.006219904,0.005008822,PDPN/ANTXR1/FAP/ITGAV/CD44/CFL1/VASP,7
GO:0002020,MF,GO:0002020,protease binding,17/560,62/4865,0.000437473,0.006335146,0.005101625,FAP/ITGAV/COL3A1/FN1/RHBDD2/COL1A2/VWF/A2M/LRP1/SERPINA5/ANXA2/COL1A1/TIMP2/PRNP/CST3/TIMP3/TIMP1,17
GO:0001893,BP,GO:0001893,maternal placenta development,8/560,18/4865,0.000447627,0.006394881,0.005149729,SPP1/STC2/GJA1/CTSB/GJB2/NR2F2/MAPK3/BSG,8
GO:0009409,BP,GO:0009409,response to cold,8/560,18/4865,0.000447627,0.006394881,0.005149729,HSPD1/CXCL10/SOD2/TMEM135/NFKBIA/FOS/HSP90AA1/CIRBP,8
GO:0023023,MF,GO:0023023,MHC protein complex binding,8/560,18/4865,0.000447627,0.006394881,0.005149729,CD74/HLA-DRA/HLA-DRB1/HLA-DPA1/HLA-DPB1/CD81/HSP90AA1/B2M,8
GO:0023026,MF,GO:0023026,MHC class II protein complex binding,8/560,18/4865,0.000447627,0.006394881,0.005149729,CD74/HLA-DRA/HLA-DRB1/HLA-DPA1/HLA-DPB1/CD81/HSP90AA1/B2M,8
GO:0042330,BP,GO:0042330,taxis,33/560,159/4865,0.000453338,0.006454738,0.005197931,S100A14/ENAH/ITGAV/CREB1/LAMB2/SEMA3F/CXCL10/PALLD/LOX/CXCL14/CD74/LAMA2/GPNMB/SEMA3C/GATA3/CXCL12/SAA1/MDK/LRP1/GAS6/LGALS3/LGMN/MAPK3/CCL5/ERBB2/USP14/BSG/TGFB1/RPS19/VASP/ITGB2/MIF/TMSB4X,33
GO:0004175,MF,GO:0004175,endopeptidase activity,25/560,109/4865,0.000471866,0.006696076,0.005392278,CTSK/ADAM15/CAPN2/FAP/ADAMTS2/RHBDD2/CTSB/GPAA1/CTSL/HTRA1/ADAM12/CTSD/PRSS23/MMP13/C1S/C1R/MMP14/LGMN/PRSS8/MMP2/USP14/SPPL2B/HPN/CAPNS1/MMP11,25
GO:0030001,BP,GO:0030001,metal ion transport,39/560,199/4865,0.000483999,0.006826486,0.005497295,SLC5A6/ITGAV/RAMP1/GNAI2/COX17/MYLK/CXCL10/PPP3CA/GJA1/TSPAN13/AQP1/NIPAL2/LRRC26/CXCL12/CRACR2B/HPX/FKBP4/SLC38A2/TMBIM6/CD63/TPT1/GAS6/LGALS3/B2M/ANXA2/PRSS8/ATP2C2/CYBA/CCL5/SLC9A3R1/VPS4B/HPN/FXYD3/KCNK6/ACTN4/FTL/PRNP/MAGED2/FLNA,39
GO:0030162,BP,GO:0030162,regulation of proteolysis,51/560,281/4865,0.000484273,0.006826486,0.005497295,RPL11/IFI6/DHCR24/RPS7/ANTXR1/HSPD1/FN1/COL6A3/RARRES1/SFRP2/CAST/AQP1/PCOLCE/HIPK2/CLU/SDCBP/CTSD/CD44/RPS3/GAPDH/A2M/LRP1/GAS6/MMP14/LGMN/SERPINA5/SERPINA3/UBE3A/ANXA2/SERPINF1/UBB/RPL23/GRN/TIMP2/USP14/SGTA/C3/BST2/NDUFA13/HPN/SPINT2/APOE/PRNP/CST3/CST4/CST1/WFDC2/TIMP3/TIMP1/GPC3/BCAP31,51
GO:0010035,BP,GO:0010035,response to inorganic substance,40/560,206/4865,0.000499814,0.007022226,0.005654923,C1QA/JUN/TXNIP/CAPN2/STAT1/HSPD1/CREB1/IGFBP2/SEC31A/PPP3CA/MAP1B/SPARC/SOD2/AQP1/GGH/LDHA/CCND1/RPS3/CD9/SLC38A2/KRT8/FOS/LGMN/UBE3A/B2M/MAPK3/MT2A/MT1X/SERPINF1/PCGF2/MIEN1/KRT14/COL1A1/CYB5A/BSG/EEF2/PRDX2/PRNP/GSS/CYBB,40
GO:0007565,BP,GO:0007565,female pregnancy,19/560,74/4865,0.000510842,0.007126554,0.005738937,COL16A1/CAPN2/IGFBP2/IGFBP5/RPL29/IGFBP7/SPP1/STC2/GJA1/CTSB/SLC38A2/GJB2/FOS/NR2F2/MAPK3/MMP2/BSG/TIMP1/MAGED2,19
GO:0001540,MF,GO:0001540,amyloid-beta binding,10/560,27/4865,0.000512279,0.007126554,0.005738937,C1QA/PFDN2/CD74/CLU/PFDN5/LRP1/APOE/PRNP/CST3/ITGB2,10
GO:0001706,BP,GO:0001706,endoderm formation,10/560,27/4865,0.000512279,0.007126554,0.005738937,ITGAV/COL5A2/FN1/COL8A1/COL12A1/COL5A1/MMP14/MMP2/ITGB2/COL6A1,10
GO:0031214,BP,GO:0031214,biomineral tissue development,15/560,52/4865,0.000522862,0.007179626,0.005781675,TUFT1/SPP1/ANKH/LOX/ENPP1/GPNMB/COL1A2/ASPN/MMP13/MGP/GAS6/COL1A1/TGFB1/ATF4/GPC3,15
GO:0110148,BP,GO:0110148,biomineralization,15/560,52/4865,0.000522862,0.007179626,0.005781675,TUFT1/SPP1/ANKH/LOX/ENPP1/GPNMB/COL1A2/ASPN/MMP13/MGP/GAS6/COL1A1/TGFB1/ATF4/GPC3,15
GO:1902107,BP,GO:1902107,positive regulation of leukocyte differentiation,15/560,52/4865,0.000522862,0.007179626,0.005781675,JUN/CREB1/CD74/HLA-DRA/HLA-DRB1/TMEM64/GATA3/MDK/GAS6/MMP14/ZFP36L1/FOS/TYROBP/TGFB1/XBP1,15
GO:1903708,BP,GO:1903708,positive regulation of hemopoiesis,15/560,52/4865,0.000522862,0.007179626,0.005781675,JUN/CREB1/CD74/HLA-DRA/HLA-DRB1/TMEM64/GATA3/MDK/GAS6/MMP14/ZFP36L1/FOS/TYROBP/TGFB1/XBP1,15
GO:0050839,MF,GO:0050839,cell adhesion molecule binding,54/560,303/4865,0.000525842,0.007197251,0.005795869,WASF2/COL16A1/CNN3/ADAM15/TAGLN2/EPCAM/RTN4/FAP/ITGAV/COL3A1/STAT1/FN1/RPSA/LAMB2/RPL29/SPP1/SFRP2/CPE/PALLD/CAST/DST/GPNMB/CALD1/SDCBP/YWHAZ/EEF1D/HNRNPK/COL5A1/CXCL12/CD151/CD81/EIF4G2/LDHA/VWF/CD9/POSTN/MMP14/FBN1/TMOD3/ANXA2/ITGA11/MFGE8/RPS2/ALDOA/ITGAX/TIMP2/VAPA/BSG/EEF2/ACTN4/VASP/VAPB/ITGB2/FLNA,54
GO:0031589,BP,GO:0031589,cell-substrate adhesion,32/560,154/4865,0.000539565,0.007361328,0.005927998,PDPN/COL16A1/GBP1/S100A10/ADAM15/ANTXR1/ITGAV/COL3A1/FN1/ARPC2/FBLN2/LAMB2/COL8A1/CCDC80/APOD/AGR2/ZYX/CD44/MDK/VWF/CD63/LRP1/POSTN/GAS6/MMP14/ITGA11/COL1A1/ACTG1/ACTN4/ITGB2/LGALS1/FLNA,32
GO:0006869,BP,GO:0006869,lipid transport,22/560,92/4865,0.000556577,0.007569085,0.006095302,DBI/ITGAV/APOD/SPP1/ACSL1/CLU/FABP5/STARD10/TSKU/LRP1/OSBPL8/NFKBIA/SERPINA5/ANXA2/NME4/SPNS1/STARD3/VPS4B/APOE/APOC1/APOL6/SREBF2,22
GO:0045321,BP,GO:0045321,leukocyte activation,46/560,248/4865,0.000561721,0.00761464,0.006131987,C1QA/CD55/NCK2/HSPD1/IGFBP2/HMCES/PPP3CA/IRF1/CD74/HLA-A/HLA-DRA/HLA-DRB1/HLA-DPA1/HLA-DPB1/CD24/IFNGR1/GPNMB/CLU/CTSL/KLF6/GATA3/CD151/CD81/CD44/MDK/RPS3/GAS6/MMP14/LGALS3/ZFP36L1/B2M/CCL5/ERBB2/GRN/TWSG1/PRDX2/BST2/TYROBP/TGFB1/PRNP/MAFB/IFNGR2/ITGB2/MIF/XBP1/LGALS1,46
GO:0071356,BP,GO:0071356,cellular response to tumor necrosis factor,18/560,69/4865,0.000580129,0.00783913,0.006312767,GBP1/STAT1/GATA3/RPS3/KRT8/POSTN/GAS6/NFKBIA/ZFP36L1/MAPK3/CYBA/CCL5/COL1A1/SPPL2B/PLVAP/ACTN4/ZFP36/TMSB4X,18
GO:0008037,BP,GO:0008037,cell recognition,12/560,37/4865,0.000587776,0.007892201,0.006355504,RTN4/NCK2/PALLD/VCAN/YWHAZ/B4GALT1/CD81/CD9/LGALS3/MFGE8/ALDOA/BSG,12
GO:0030282,BP,GO:0030282,bone mineralization,12/560,37/4865,0.000587776,0.007892201,0.006355504,TUFT1/ANKH/LOX/ENPP1/GPNMB/COL1A2/ASPN/MMP13/MGP/TGFB1/ATF4/GPC3,12
GO:0032989,BP,GO:0032989,cellular component morphogenesis,43/560,228/4865,0.000592039,0.007924352,0.006381395,PDPN/WASF2/CRABP2/ENAH/RTN4/CREB1/FN1/LAMB2/SEMA3F/SPP1/PPP3CA/PALLD/MAP1B/GJA1/LAMA2/ACTB/SEMA3C/GATA3/CXCL12/EIF4G2/CD44/MDK/CFL1/TSKU/CD9/C12orf57/KRT8/LRP1/POSTN/HSP90AA1/UBE3A/TMOD3/METRN/UBB/TAOK1/ERBB2/KRT19/ACTG1/EPB41L3/BSG/APOE/VASP/BCL2L1,43
GO:0015850,BP,GO:0015850,organic hydroxy compound transport,16/560,58/4865,0.000595713,0.007948465,0.006400813,SPP1/ACTB/AQP1/CLU/LY6E/CXCL12/TSKU/LRP1/OSBPL8/NFKBIA/ANXA2/STARD3/VPS4B/APOE/APOC1/SREBF2,16
GO:0001916,BP,GO:0001916,positive regulation of T cell mediated cytotoxicity,6/560,11/4865,0.000628971,0.008287958,0.006674203,HLA-A/HLA-B/HLA-DRA/HLA-DRB1/AZGP1/B2M,6
GO:0003094,BP,GO:0003094,glomerular filtration,6/560,11/4865,0.000628971,0.008287958,0.006674203,JCHAIN/GJA1/SULF1/GAS6/CYBA/SULF2,6
GO:0032994,CC,GO:0032994,protein-lipid complex,6/560,11/4865,0.000628971,0.008287958,0.006674203,PCYOX1/DBI/CLU/SAA1/APOE/APOC1,6
GO:0070570,BP,GO:0070570,regulation of neuron projection regeneration,6/560,11/4865,0.000628971,0.008287958,0.006674203,CERS2/PRRX1/SPP1/LRP1/GRN/FLNA,6
GO:0045121,CC,GO:0045121,membrane raft,28/560,130/4865,0.000654471,0.008570744,0.006901928,PDPN/S100A10/CD55/CAPN2/HSPD1/GNAI2/RAP2B/CD24/GJA1/PRKAR2B/SDCBP/SULF1/MAL2/CTSD/ANO1/LDHB/TUBA1B/ANXA2/MAPK3/MYO1C/SLC9A3R1/BSG/EEF2/PLVAP/BST2/PRNP/ITGB2/LAMP2,28
GO:0098857,CC,GO:0098857,membrane microdomain,28/560,130/4865,0.000654471,0.008570744,0.006901928,PDPN/S100A10/CD55/CAPN2/HSPD1/GNAI2/RAP2B/CD24/GJA1/PRKAR2B/SDCBP/SULF1/MAL2/CTSD/ANO1/LDHB/TUBA1B/ANXA2/MAPK3/MYO1C/SLC9A3R1/BSG/EEF2/PLVAP/BST2/PRNP/ITGB2/LAMP2,28
GO:0019725,BP,GO:0019725,cellular homeostasis,47/560,257/4865,0.000678538,0.008858578,0.007133717,MCL1/CD55/RTN4/ITGAV/ATP6V1A/CXCL10/PPP3CA/LOX/STC2/HLA-DRB1/CD24/GJA1/ENPP1/AQP1/TMEM64/GRINA/CXCL12/HPX/SAA1/ANO1/TMBIM6/LRP1/TPT1/GAS6/UBE3A/ALDOA/MAPK3/MT2A/MT1X/ATP2C2/CYBA/SERPINF1/TAOK1/GIT1/CCL5/ORMDL3/GRN/SLC9A3R1/PRDX2/APOE/FTL/PRNP/TGM2/VAPB/XBP1/LGALS1/BCAP31,47
GO:0007188,BP,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,10/560,28/4865,0.000716082,0.009291543,0.007482379,WASF2/RGS1/RAMP1/GNAI2/CXCL10/SLC9A3R1/GNA11/ADGRE5/GNAS/FLNA,10
GO:2001021,BP,GO:2001021,negative regulation of response to DNA damage stimulus,10/560,28/4865,0.000716082,0.009291543,0.007482379,MUC1/SFRP2/CD74/CLU/CXCL12/CD44/RPS3/TPT1/BCL2L1/MIF,10
GO:0001912,BP,GO:0001912,positive regulation of leukocyte mediated cytotoxicity,7/560,15/4865,0.000723592,0.00933192,0.007514895,HLA-A/HLA-B/HLA-DRA/HLA-DRB1/AZGP1/B2M/TYROBP,7
GO:0031343,BP,GO:0031343,positive regulation of cell killing,7/560,15/4865,0.000723592,0.00933192,0.007514895,HLA-A/HLA-B/HLA-DRA/HLA-DRB1/AZGP1/B2M/TYROBP,7
GO:0022408,BP,GO:0022408,negative regulation of cell-cell adhesion,16/560,59/4865,0.000732334,0.009416039,0.007582634,EPCAM/IRF1/CD74/HLA-DRB1/GPNMB/GTPBP4/CXCL12/MDK/CD9/LGALS3/ERBB2/TWSG1/PRDX2/SPINT2/TGFB1/PRNP,16
GO:0046649,BP,GO:0046649,lymphocyte activation,40/560,210/4865,0.000747225,0.009578473,0.007713441,CD55/NCK2/HSPD1/IGFBP2/HMCES/PPP3CA/IRF1/CD74/HLA-A/HLA-DRA/HLA-DRB1/HLA-DPA1/HLA-DPB1/CD24/GPNMB/CTSL/KLF6/GATA3/CD151/CD81/CD44/MDK/RPS3/GAS6/MMP14/LGALS3/ZFP36L1/B2M/CCL5/ERBB2/TWSG1/PRDX2/BST2/TYROBP/TGFB1/PRNP/MAFB/MIF/XBP1/LGALS1,40
GO:0003014,BP,GO:0003014,renal system process,11/560,33/4865,0.000764561,0.009741843,0.007845001,GNAI2/JCHAIN/GJA1/AQP1/SULF1/GAS6/LGMN/CYBA/SLC9A3R1/SULF2/MAGED2,11
GO:0034109,BP,GO:0034109,homotypic cell-cell adhesion,11/560,33/4865,0.000764561,0.009741843,0.007845001,PDPN/FN1/RAP2B/ACTB/CD9/CCL5/ACTG1/MYL9/GNAS/LGALS1/FLNA,11
GO:0050671,BP,GO:0050671,positive regulation of lymphocyte proliferation,12/560,38/4865,0.000770966,0.009794037,0.007887032,CD55/NCK2/IGFBP2/CD74/HLA-A/HLA-DPA1/HLA-DPB1/CD24/CD81/RPS3/CCL5/MIF,12
GO:0055082,BP,GO:0055082,cellular chemical homeostasis,41/560,218/4865,0.000839037,0.010626965,0.00855778,CD55/RTN4/ITGAV/ATP6V1A/CXCL10/PPP3CA/STC2/HLA-DRB1/CD24/GJA1/ENPP1/AQP1/TMEM64/GRINA/CXCL12/HPX/SAA1/ANO1/TMBIM6/LRP1/TPT1/GAS6/UBE3A/MAPK3/MT2A/MT1X/ATP2C2/CYBA/SERPINF1/CCL5/ORMDL3/GRN/SLC9A3R1/APOE/FTL/PRNP/TGM2/VAPB/XBP1/LGALS1/BCAP31,41
GO:0007568,BP,GO:0007568,aging,28/560,132/4865,0.000844708,0.010666952,0.008589981,C1QA/JUN/LMNA/CREB1/IGFBP2/IGFBP5/APOD/PPP3CA/SOD2/LRP1/DCN/GJB2/FOS/B2M/LITAF/MAPK3/SERPINF1/CD68/KRT14/TIMP2/GPX4/EEF2/PRNP/GSS/ROMO1/RPN2/MIF/TIMP1,28
