,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0098889,CC,GO:0098889,intrinsic component of presynaptic membrane,5/324,44/14611,0.00277877096329488,0.0456699136821535,0.0390272009770007,Cntn6/Ephb2/Kcnj3/Ptprd/Rgs7bp,5
GO:0034766,BP,GO:0034766,negative regulation of ion transmembrane transport,7/324,85/14611,0.0027804353027656,0.0456699136821535,0.0390272009770007,Cabp1/Ephb2/Kcnab1/Oprl1/Pten/Rgs2/Rgs4,7
GO:0048814,BP,GO:0048814,regulation of dendrite morphogenesis,7/324,85/14611,0.0027804353027656,0.0456699136821535,0.0390272009770007,Cux1/Ephb2/Itpka/Kndc1/Ptprd/Ptprz1/Reln,7
GO:0007422,BP,GO:0007422,peripheral nervous system development,6/324,64/14611,0.00288923586760553,0.047114362505322,0.0402615539673551,Arhgef10/Erbb3/Hapln2/Nf1/Ntrk2/Ntrk3,6
GO:0030594,MF,GO:0030594,neurotransmitter receptor activity,6/324,64/14611,0.00288923586760553,0.047114362505322,0.0402615539673551,Adora1/Gabbr1/Gabra1/Gria3/Grin2c/Grm1,6
GO:0030027,CC,GO:0030027,lamellipodium,10/324,160/14611,0.00303712745477563,0.049347858680653,0.0421701869619926,Amotl1/Antxr1/Arhgef7/Myh10/Ppp1r9b/Ptprz1/Srcin1/Srgap2/Tesc/Wasf1,10
GO:0014014,BP,GO:0014014,negative regulation of gliogenesis,5/324,45/14611,0.00307035931185978,0.0497090072102891,0.0424788062501031,Id4/Mecp2/Nf1/Nkx6-2/Ntrk3,5
GO:0048009,BP,GO:0048009,insulin-like growth factor receptor signaling pathway,4/324,28/14611,0.00319164130653834,0.0514880135058345,0.0439990551544213,Gigyf2/Igfbp3/Igfbp5/Phip,4
GO:0003071,BP,GO:0003071,renal system process involved in regulation of systemic arterial blood pressure,3/324,14/14611,0.00327941623861744,0.0516136695116202,0.0441064344287921,Adora1/Coro2b/F2r,3
GO:0015701,BP,GO:0015701,bicarbonate transport,3/324,14/14611,0.00327941623861744,0.0516136695116202,0.0441064344287921,Car4/Slc4a4/Slc4a7,3
GO:0032897,BP,GO:0032897,negative regulation of viral transcription,3/324,14/14611,0.00327941623861744,0.0516136695116202,0.0441064344287921,Trim32/Trim62/Ubp1,3
GO:0044065,BP,GO:0044065,regulation of respiratory system process,3/324,14/14611,0.00327941623861744,0.0516136695116202,0.0441064344287921,Adora1/Mecp2/Tlx3,3
GO:0098840,BP,GO:0098840,protein transport along microtubule,3/324,14/14611,0.00327941623861744,0.0516136695116202,0.0441064344287921,Clip3/Map1a/Myo5a,3
GO:0099118,BP,GO:0099118,microtubule-based protein transport,3/324,14/14611,0.00327941623861744,0.0516136695116202,0.0441064344287921,Clip3/Map1a/Myo5a,3
GO:0099151,BP,GO:0099151,regulation of postsynaptic density assembly,3/324,14/14611,0.00327941623861744,0.0516136695116202,0.0441064344287921,Nptx1/Ntrk3/Ptprd,3
GO:0006897,BP,GO:0006897,endocytosis,20/324,460/14611,0.00330117085820906,0.0516309339055488,0.0441211877076418,Adgrb1/Appl2/Clip3/Dennd1a/Ehd1/Fnbp1/Ifitm3/Lgals3/Mlc1/Nme1/Ppp3cb/Scarb1/Sh3gl2/Sh3gl3/Sirpa/Slc17a7/Syp/Syt2/Tsg101/Wasf1,20
GO:0048786,CC,GO:0048786,presynaptic active zone,6/324,66/14611,0.00337476446862941,0.0516309339055488,0.0441211877076418,Adora1/Ctbp2/Erc2/Ntrk2/Slc17a7/Syp,6
GO:0098803,CC,GO:0098803,respiratory chain complex,6/324,66/14611,0.00337476446862941,0.0516309339055488,0.0441211877076418,Cox8a/Ndufa11/Ndufb6/Ndufb7/Ndufs8/Ndufv3,6
GO:0099094,MF,GO:0099094,ligand-gated cation channel activity,6/324,66/14611,0.00337476446862941,0.0516309339055488,0.0441211877076418,Gria3/Grin2c/Kcnj12/Kcnj3/Ryr2/Ryr3,6
GO:1901880,BP,GO:1901880,negative regulation of protein depolymerization,6/324,66/14611,0.00337476446862941,0.0516309339055488,0.0441211877076418,Capza2/Map1a/Sptan1/Sptb/Sptbn1/Tmod2,6
GO:0010257,BP,GO:0010257,NADH dehydrogenase complex assembly,5/324,46/14611,0.00338338641488652,0.0516309339055488,0.0441211877076418,Ndufa11/Ndufaf5/Ndufb6/Ndufb7/Ndufs8,5
GO:0030042,BP,GO:0030042,actin filament depolymerization,5/324,46/14611,0.00338338641488652,0.0516309339055488,0.0441211877076418,Capza2/Sptan1/Sptb/Sptbn1/Tmod2,5
GO:0032981,BP,GO:0032981,mitochondrial respiratory chain complex I assembly,5/324,46/14611,0.00338338641488652,0.0516309339055488,0.0441211877076418,Ndufa11/Ndufaf5/Ndufb6/Ndufb7/Ndufs8,5
GO:0098900,BP,GO:0098900,regulation of action potential,5/324,46/14611,0.00338338641488652,0.0516309339055488,0.0441211877076418,Cacna1c/Dlg1/Kcnab2/Mecp2/Ryr2,5
GO:0051480,BP,GO:0051480,regulation of cytosolic calcium ion concentration,13/324,246/14611,0.00341951194725909,0.0520065167197619,0.0444421418061282,Cacna1c/F2r/Gng3/Got1/Grin2c/Grm1/Kcnh1/Lpar1/Myo5a/Oprl1/Ryr2/Ryr3/Tmbim6,13
GO:0022037,BP,GO:0022037,metencephalon development,8/324,112/14611,0.00346445136714312,0.0523527863375468,0.0447380463278571,Kndc1/Mecp2/Myh10/Sez6l/Slc4a7/Sptbn2/Wnt7a/Zbtb18,8
GO:0008217,BP,GO:0008217,regulation of blood pressure,9/324,137/14611,0.00347705023273501,0.0523527863375468,0.0447380463278571,Adora1/Cacna1c/Coro2b/F2r/Gna12/Gnaq/Mecp2/Oprl1/Wnk1,9
GO:0030496,CC,GO:0030496,midbody,9/324,137/14611,0.00347705023273501,0.0523527863375468,0.0447380463278571,Anln/Celf2/Crmp1/Gdi1/Il16/Mbd5/Mtcl1/Myh10/Ptch1,9
GO:0019208,MF,GO:0019208,phosphatase regulator activity,7/324,89/14611,0.00360133254802757,0.0540439173403341,0.0461832014464666,Bod1l/Igfbp3/Ppp1r12b/Ppp1r14a/Ppp1r17/Ppp1r9b/Tesc,7
GO:0007626,BP,GO:0007626,locomotory behavior,12/324,219/14611,0.00362147398252287,0.0541662184736947,0.0462877138163519,Cacna1c/Gigyf2/Gpr37/Grm1/Mecp2/Myo5a/Oprl1/Ppp3cb/Prex2/Pten/Reln/Sez6l,12
GO:0033135,BP,GO:0033135,regulation of peptidyl-serine phosphorylation,8/324,113/14611,0.00365842968971334,0.0543589700935368,0.0464524296128076,Ercc6/Ntrk2/Ntrk3/Phip/Plcl1/Pten/Tenm1/Txn1,8
GO:0099106,MF,GO:0099106,ion channel regulator activity,8/324,113/14611,0.00365842968971334,0.0543589700935368,0.0464524296128076,Cabp2/Dlg1/Fxyd7/Kcnab1/Kcnab2/Prkcb/Scn1b/Wnk1,8
GO:2000045,BP,GO:2000045,regulation of G1/S transition of mitotic cell cycle,8/324,114/14611,0.00386071072293854,0.0571764929033225,0.0488601422640746,Appl2/Ccnd3/Dlg1/Gigyf2/Ino80/Plk5/Psme3/Pten,8
GO:0098657,BP,GO:0098657,import into cell,10/324,166/14611,0.00395073439095154,0.0583185204049938,0.0498360612714802,Cacna1c/Dlg1/Grm1/Kcnj12/Kcnj3/Rgs2/Rgs4/Slc12a5/Tsg101/Wnk1,10
GO:0030252,BP,GO:0030252,growth hormone secretion,3/324,15/14611,0.0040325176400578,0.0589478387706831,0.0503738449534728,Arhgef7/Cacna1c/Gabbr1,3
GO:0044305,CC,GO:0044305,calyx of Held,3/324,15/14611,0.0040325176400578,0.0589478387706831,0.0503738449534728,Git2/Prkcb/Prkcg,3
GO:0099527,BP,GO:0099527,postsynapse to nucleus signaling pathway,3/324,15/14611,0.0040325176400578,0.0589478387706831,0.0503738449534728,Anks1b/Cabp1/Kpna1,3
GO:0004930,MF,GO:0004930,G protein-coupled receptor activity,11/324,194/14611,0.00406288570125427,0.0592001764921468,0.0505894800220692,Adgrb1/Adora1/F2r/Gabbr1/Gpr12/Gpr158/Gpr22/Gpr37/Grm1/Lpar1/Oprl1,11
GO:0071407,BP,GO:0071407,cellular response to organic cyclic compound,17/324,373/14611,0.00410699355539611,0.0593549620707559,0.0507217519577414,Gabra1/Gnaq/Igfbp5/Inhbb/Mecp2/Mlc1/Nfe2l1/Nrip1/Ntrk2/Pagr1a/Ppp1r9b/Ptch1/Rgs4/Ryr2/Safb2/Sp5/Stat1,17
GO:0022011,BP,GO:0022011,myelination in peripheral nervous system,4/324,30/14611,0.00412606997790953,0.0593549620707559,0.0507217519577414,Arhgef10/Nf1/Ntrk2/Ntrk3,4
GO:0032292,BP,GO:0032292,peripheral nervous system axon ensheathment,4/324,30/14611,0.00412606997790953,0.0593549620707559,0.0507217519577414,Arhgef10/Nf1/Ntrk2/Ntrk3,4
GO:0086004,BP,GO:0086004,regulation of cardiac muscle cell contraction,4/324,30/14611,0.00412606997790953,0.0593549620707559,0.0507217519577414,Adora1/Cacna1c/Dlg1/Ryr2,4
GO:0030833,BP,GO:0030833,regulation of actin filament polymerization,9/324,141/14611,0.00420577009828653,0.060230137868518,0.0514696329804029,Arpc5l/Capza2/Dlg1/Sptan1/Sptb/Sptbn1/Tenm1/Tmod2/Wasf1,9
GO:0050795,BP,GO:0050795,regulation of behavior,6/324,69/14611,0.00421357617145267,0.060230137868518,0.0514696329804029,Adora1/Ephb2/Mbd5/Mecp2/Oprl1/Reln,6
GO:0006820,BP,GO:0006820,anion transport,16/324,343/14611,0.00424511366232062,0.0604895218066316,0.0516912893897716,Adora1/Car4/Car7/Clic6/Gabbr1/Gabra1/Grm1/Nf1/Nfe2l1/Ntrk2/Rgs2/Rgs4/Slc12a5/Slc17a7/Slc4a4/Slc4a7,16
GO:0050680,BP,GO:0050680,negative regulation of epithelial cell proliferation,8/324,116/14611,0.00429111463096865,0.060952719459388,0.0520871147029528,Dlg1/Ift57/Mtss1/Nf1/Ptch1/Pten/Ptprk/Stat1,8
GO:0031345,BP,GO:0031345,negative regulation of cell projection organization,11/324,196/14611,0.00438823953846339,0.0621369216151698,0.0530990740390869,Crmp1/Ephb2/Gdi1/Itm2c/Lpar1/Map4/Plxnb3/Pten/Ptprz1/Rtn4rl1/Vim,11
GO:0031674,CC,GO:0031674,I band,8/324,117/14611,0.00451970922966672,0.0636697944657863,0.0544089897360937,Ank1/Cacna1c/Dst/Ppp1r12b/Ppp3cb/Ryr2/Ryr3/Sptan1,8
GO:0060997,BP,GO:0060997,dendritic spine morphogenesis,6/324,70/14611,0.00452468541587722,0.0636697944657863,0.0544089897360937,Ephb2/Itpka/Pten/Reln/Srcin1/Wnt7a,6
GO:0031267,MF,GO:0031267,small GTPase binding,13/324,255/14611,0.00462686076732415,0.0649053729378981,0.0554648526766187,Appl2/Arhgef7/Dennd1a/Dock9/Ehd1/Exph5/Gdi1/Golga4/Itpka/Myo5a/Srgap2/Trip11/Wasf1,13
GO:0048710,BP,GO:0048710,regulation of astrocyte differentiation,4/324,31/14611,0.0046558791251068,0.0651102353192181,0.0556399177179946,Id4/Mecp2/Nf1/Ntrk3,4
GO:0050806,BP,GO:0050806,positive regulation of synaptic transmission,10/324,170/14611,0.00467190769769884,0.0651327378719311,0.0556591472627084,Adora1/Car7/Ephb2/Grin2c/Mecp2/Nf1/Ntrk2/Prkcg/Pten/Reln,10
GO:0098885,BP,GO:0098885,modification of postsynaptic actin cytoskeleton,3/324,16/14611,0.00488237027399025,0.0678574354695815,0.0579875361772381,Cabp1/Myh10/Wasf1,3
GO:0071417,BP,GO:0071417,cellular response to organonitrogen compound,19/324,444/14611,0.00490243876227126,0.0679273493533107,0.0580472810502057,Appl2/Ccnd3/Col4a1/Gabra1/Gnaq/Igfbp5/Inhbb/Mbd5/Mecp2/Myo5a/Ntrk2/Phip/Pip4k2a/Ppp1r9b/Prkcb/Pten/Rgs4/Ryr2/Vim,19
GO:1904950,BP,GO:1904950,negative regulation of establishment of protein localization,8/324,119/14611,0.00500487641492776,0.0690687107377645,0.0590226308274897,Cabp1/Coro2b/F2r/Gdi1/Inhbb/Nf1/Srcin1/Txn1,8
GO:0046873,MF,GO:0046873,metal ion transmembrane transporter activity,15/324,318/14611,0.00501539453663643,0.0690687107377645,0.0590226308274897,Cacna1c/Grin2c/Kcnab1/Kcnab2/Kcnb2/Kcnh1/Kcnj12/Kcnj3/Ryr2/Ryr3/Scn1b/Slc12a5/Slc17a7/Slc4a4/Slc4a7,15
GO:0070469,CC,GO:0070469,respirasome,6/324,72/14611,0.00519722920693781,0.0711506340273814,0.0608017372914971,Cox8a/Ndufa11/Ndufb6/Ndufb7/Ndufs8/Ndufv3,6
GO:0001965,MF,GO:0001965,G-protein alpha-subunit binding,4/324,32/14611,0.00522957947688524,0.0711506340273814,0.0608017372914971,F2r/Lpar1/Rgs2/Rgs4,4
GO:0043267,BP,GO:0043267,negative regulation of potassium ion transport,4/324,32/14611,0.00522957947688524,0.0711506340273814,0.0608017372914971,Gnaq/Kcnab1/Pten/Rgs4,4
GO:1903524,BP,GO:1903524,positive regulation of blood circulation,4/324,32/14611,0.00522957947688524,0.0711506340273814,0.0608017372914971,Dusp5/Rgs2/Rgs4/Ryr2,4
GO:0051020,MF,GO:0051020,GTPase binding,14/324,289/14611,0.00525339199813512,0.071162101934735,0.0608115371857598,Appl2/Arhgef7/Dennd1a/Dock9/Ehd1/Exph5/Gdi1/Golga4/Itpka/Myo5a/Sptbn1/Srgap2/Trip11/Wasf1,14
GO:0016247,MF,GO:0016247,channel regulator activity,8/324,120/14611,0.00526193093783517,0.071162101934735,0.0608115371857598,Cabp2/Dlg1/Fxyd7/Kcnab1/Kcnab2/Prkcb/Scn1b/Wnk1,8
GO:0019902,MF,GO:0019902,phosphatase binding,11/324,201/14611,0.00529282170888668,0.0712536699846819,0.060889786615203,Ank1/Bod1l/Cacna1c/Dlg1/Lgals3/Ppp1r9b/Ppp3cb/Ptprt/Sirpa/Vim/Wnk1,11
GO:0098960,MF,GO:0098960,postsynaptic neurotransmitter receptor activity,5/324,51/14611,0.00530025085562389,0.0712536699846819,0.060889786615203,Gabbr1/Gabra1/Gria3/Grin2c/Grm1,5
GO:0005261,MF,GO:0005261,cation channel activity,12/324,230/14611,0.005341275890156,0.0715921163081148,0.0611790057448136,Cacna1c/Gria3/Grin2c/Kcnab1/Kcnab2/Kcnb2/Kcnh1/Kcnj12/Kcnj3/Ryr2/Ryr3/Scn1b,12
GO:0007162,BP,GO:0007162,negative regulation of cell adhesion,12/324,231/14611,0.00552529051636287,0.0736454844710277,0.0629337104401521,Coro2b/Dlg1/Ephb2/Erbb3/Il20rb/Lgals3/Nf1/Plxnb3/Pten/Ptprz1/Srcin1/Wnk1,12
GO:0043624,BP,GO:0043624,cellular protein complex disassembly,8/324,121/14611,0.00552895645410953,0.0736454844710277,0.0629337104401521,Capza2/Map1a/Sh3gl2/Sh3gl3/Sptan1/Sptb/Sptbn1/Tmod2,8
GO:0098659,BP,GO:0098659,inorganic cation import across plasma membrane,6/324,73/14611,0.00555968789121551,0.0736454844710277,0.0629337104401521,Cacna1c/Dlg1/Kcnj12/Kcnj3/Slc12a5/Wnk1,6
GO:0099587,BP,GO:0099587,inorganic ion import across plasma membrane,6/324,73/14611,0.00555968789121551,0.0736454844710277,0.0629337104401521,Cacna1c/Dlg1/Kcnj12/Kcnj3/Slc12a5/Wnk1,6
GO:0019898,CC,GO:0019898,extrinsic component of membrane,13/324,261/14611,0.0056072971428817,0.0740589508608089,0.0632870379284309,Cabp1/Cdh8/Gna12/Gnaq/Gng3/Gphn/Kcnab1/Kcnab2/Ndufaf5/Olfm1/Ryr2/Syt6/Wdfy3,13
GO:0097485,BP,GO:0097485,neuron projection guidance,11/324,203/14611,0.00569346931301014,0.0748405877724113,0.0639549853445888,Arhgap35/Cntn6/Crmp1/Dpysl4/Ephb2/Myh10/Plxnb3/Ptch1/Reln/Rtn4rl1/Scn1b,11
GO:0007200,BP,GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway,5/324,52/14611,0.00575993676539162,0.0748405877724113,0.0639549853445888,F2r/Gnaq/Grm1/Lpar1/Oprl1,5
GO:0051588,BP,GO:0051588,regulation of neurotransmitter transport,8/324,122/14611,0.00580619737028187,0.0748405877724113,0.0639549853445888,Git2/Kcnh1/Nf1/Ntrk2/Prkcb/Prkcg/Syp/Wnt7a,8
GO:0016322,BP,GO:0016322,neuron remodeling,3/324,17/14611,0.00583226869295972,0.0748405877724113,0.0639549853445888,C1qa/Gnaq/Ntn4,3
GO:0043567,BP,GO:0043567,regulation of insulin-like growth factor receptor signaling pathway,3/324,17/14611,0.00583226869295972,0.0748405877724113,0.0639549853445888,Igfbp3/Igfbp5/Phip,3
GO:0098974,BP,GO:0098974,postsynaptic actin cytoskeleton organization,3/324,17/14611,0.00583226869295972,0.0748405877724113,0.0639549853445888,Adgrb1/Arhgef7/Myh10,3
GO:0099188,BP,GO:0099188,postsynaptic cytoskeleton organization,3/324,17/14611,0.00583226869295972,0.0748405877724113,0.0639549853445888,Adgrb1/Arhgef7/Myh10,3
GO:1900016,BP,GO:1900016,negative regulation of cytokine production involved in inflammatory response,3/324,17/14611,0.00583226869295972,0.0748405877724113,0.0639549853445888,Appl2/Ephb2/Sirpa,3
GO:0014044,BP,GO:0014044,Schwann cell development,4/324,33/14611,0.0058487331157098,0.0748405877724113,0.0639549853445888,Arhgef10/Nf1/Ntrk2/Ntrk3,4
GO:0050918,BP,GO:0050918,positive chemotaxis,4/324,33/14611,0.0058487331157098,0.0748405877724113,0.0639549853445888,Il16/Lgals3/Ntrk3/Plxnb3,4
GO:0086002,BP,GO:0086002,cardiac muscle cell action potential involved in contraction,4/324,33/14611,0.0058487331157098,0.0748405877724113,0.0639549853445888,Cacna1c/Dlg1/Ryr2/Scn1b,4
GO:0006835,BP,GO:0006835,dicarboxylic acid transport,6/324,74/14611,0.00594028666866011,0.0751604338440833,0.064228309638734,Adora1/Gabbr1/Grm1/Nf1/Ntrk2/Slc17a7,6
GO:0019905,MF,GO:0019905,syntaxin binding,6/324,74/14611,0.00594028666866011,0.0751604338440833,0.064228309638734,Myo5a/Sptan1/Syp/Syt2/Syt6/Tmed10,6
GO:0043178,MF,GO:0043178,alcohol binding,6/324,74/14611,0.00594028666866011,0.0751604338440833,0.064228309638734,Astn2/Nfe2l1/Plcl1/Ptch1/Syp/Syt2,6
GO:0043242,BP,GO:0043242,negative regulation of protein-containing complex disassembly,6/324,74/14611,0.00594028666866011,0.0751604338440833,0.064228309638734,Capza2/Map1a/Sptan1/Sptb/Sptbn1/Tmod2,6
GO:0097061,BP,GO:0097061,dendritic spine organization,7/324,98/14611,0.00611198931386499,0.0771169154489613,0.0659002199763097,Abhd17b/Ephb2/Itpka/Pten/Reln/Srcin1/Wnt7a,7
GO:0010721,BP,GO:0010721,negative regulation of cell development,10/324,177/14611,0.0061795050235103,0.0777515994183733,0.066442588832172,Appl2/Ephb2/Gdi1/Id4/Mecp2/Nf1/Nkx6-2/Ntrk3/Pten/Wnt7a,10
GO:0010035,BP,GO:0010035,response to inorganic substance,17/324,389/14611,0.00620340156328358,0.0778354579481998,0.0665142500952072,Cpne9/Ercc6/Gdi1/Gphn/Gpr37/Kcnh1/Mecp2/Mien1/Nfe2l1/Nptx1/Ptch1/Ryr2/Sirpa/Syt2/Syt6/Txn1/Wnk1,17
GO:0031644,BP,GO:0031644,regulation of nervous system process,9/324,150/14611,0.00628029678192334,0.0781490373662472,0.0667822192237578,Adora1/F2r/Grm1/Nptx1/Oprl1/Pten/Reln/Rgs4/Wnt7a,9
GO:1903305,BP,GO:1903305,regulation of regulated secretory pathway,9/324,150/14611,0.00628029678192334,0.0781490373662472,0.0667822192237578,Git2/Kcnh1/Lamp1/Prkcb/Prkcg/Syp/Syt2/Syt6/Wnt7a,9
GO:2001257,BP,GO:2001257,regulation of cation channel activity,9/324,150/14611,0.00628029678192334,0.0781490373662472,0.0667822192237578,Cabp1/Dlg1/Ephb2/Kcnab1/Myo5a/Oprl1/Reln/Scn1b/Shisa8,9
GO:0006875,BP,GO:0006875,cellular metal ion homeostasis,18/324,422/14611,0.00629897849882423,0.0781661699977721,0.0667968599051141,Cacna1c/F2r/Gng3/Got1/Gpr12/Grin2c/Grm1/Herpud1/Kcnh1/Lpar1/Myo5a/Oprl1/Pacs2/Prkcb/Ryr2/Ryr3/Tesc/Tmbim6,18
GO:1901379,BP,GO:1901379,regulation of potassium ion transmembrane transport,6/324,75/14611,0.00633953607743501,0.0782654926851294,0.066881736055922,Dlg1/Kcnab1/Kcnab2/Pten/Rgs4/Wnk1,6
GO:0010563,BP,GO:0010563,negative regulation of phosphorus metabolic process,17/324,390/14611,0.00635896298770035,0.0782654926851294,0.066881736055922,Bod1l/Ephb2/Gnaq/Igfbp3/Nf1/Ntrk3/Pip4k2a/Ppp1r9b/Pten/Ptprt/Rgs2/Sh3gl2/Sirpa/Snx25/Srcin1/Tsg101/Wnk1,17
GO:0045936,BP,GO:0045936,negative regulation of phosphate metabolic process,17/324,390/14611,0.00635896298770035,0.0782654926851294,0.066881736055922,Bod1l/Ephb2/Gnaq/Igfbp3/Nf1/Ntrk3/Pip4k2a/Ppp1r9b/Pten/Ptprt/Rgs2/Sh3gl2/Sirpa/Snx25/Srcin1/Tsg101/Wnk1,17
GO:0050770,BP,GO:0050770,regulation of axonogenesis,10/324,178/14611,0.00642264967873474,0.0786208905117746,0.0671854410837835,Arhgap35/Ephb2/Gdi1/Golga4/Ntrk2/Ntrk3/Plxnb3/Pten/Vim/Wnt7a,10
GO:0098858,CC,GO:0098858,actin-based cell projection,10/324,178/14611,0.00642264967873474,0.0786208905117746,0.0671854410837835,Antxr1/Atp6v1e1/Cd302/Dlg1/Myo5a/Ppp1r9b/Ptprz1/Scarb1/Slc4a7/Srcin1,10
GO:0004864,MF,GO:0004864,protein phosphatase inhibitor activity,4/324,34/14611,0.00651485205113283,0.0795340181485594,0.0679657538307371,Bod1l/Ppp1r14a/Ppp1r17/Ppp1r9b,4
GO:0008324,MF,GO:0008324,cation transmembrane transporter activity,19/324,457/14611,0.00662437757763585,0.0806531361676041,0.068922095551683,Atp6v1e1/Atp6v1g2/Cacna1c/Cox8a/Gria3/Grin2c/Kcnab1/Kcnab2/Kcnb2/Kcnh1/Kcnj12/Kcnj3/Ryr2/Ryr3/Scn1b/Slc12a5/Slc17a7/Slc4a4/Slc4a7,19
GO:0031901,CC,GO:0031901,early endosome membrane,6/324,76/14611,0.00675794515740112,0.080990058395977,0.0692100122666529,Clip3/Ehd1/Ifitm3/Kcnh1/Pla2g4e/Tmem163,6
GO:0051965,BP,GO:0051965,positive regulation of synapse assembly,6/324,76/14611,0.00675794515740112,0.080990058395977,0.0692100122666529,Adgrb1/Ephb2/Ntrk2/Ntrk3/Ptprd/Wnt7a,6
GO:0030837,BP,GO:0030837,negative regulation of actin filament polymerization,5/324,54/14611,0.00676231739273175,0.080990058395977,0.0692100122666529,Capza2/Sptan1/Sptb/Sptbn1/Tmod2,5
GO:0042551,BP,GO:0042551,neuron maturation,5/324,54/14611,0.00676231739273175,0.080990058395977,0.0692100122666529,C1qa/Gnaq/Mecp2/Ntn4/Srrm4,5
GO:0050775,BP,GO:0050775,positive regulation of dendrite morphogenesis,5/324,54/14611,0.00676231739273175,0.080990058395977,0.0692100122666529,Cux1/Ephb2/Itpka/Ptprd/Reln,5
GO:0061001,BP,GO:0061001,regulation of dendritic spine morphogenesis,5/324,54/14611,0.00676231739273175,0.080990058395977,0.0692100122666529,Ephb2/Itpka/Pten/Reln/Srcin1,5
GO:0021537,BP,GO:0021537,telencephalon development,11/324,208/14611,0.00680012316156945,0.080990058395977,0.0692100122666529,Ephb2/Id4/Kirrel3/Myh10/Nf1/Ntrk2/Pten/Reln/Rtn4rl1/Srgap2/Zbtb18,11
GO:0031225,CC,GO:0031225,anchored component of membrane,7/324,100/14611,0.00681329172454553,0.080990058395977,0.0692100122666529,Car4/Cntn6/Gad2/Gphn/Otoa/Rgs7bp/Rtn4rl1,7
GO:0010977,BP,GO:0010977,negative regulation of neuron projection development,9/324,152/14611,0.0068330370895048,0.080990058395977,0.0692100122666529,Crmp1/Ephb2/Gdi1/Itm2c/Lpar1/Pten/Ptprz1/Rtn4rl1/Vim,9
GO:0004033,MF,GO:0004033,aldo-keto reductase (NADP) activity,3/324,18/14611,0.00688514111668257,0.080990058395977,0.0692100122666529,Akr1a1/Kcnab1/Kcnab2,3
GO:0014072,BP,GO:0014072,response to isoquinoline alkaloid,3/324,18/14611,0.00688514111668257,0.080990058395977,0.0692100122666529,Mecp2/Ppp1r9b/Prkcg,3
GO:0031683,MF,GO:0031683,G-protein beta/gamma-subunit complex binding,3/324,18/14611,0.00688514111668257,0.080990058395977,0.0692100122666529,Adora1/Gna12/Gnaq,3
GO:0099150,BP,GO:0099150,regulation of postsynaptic specialization assembly,3/324,18/14611,0.00688514111668257,0.080990058395977,0.0692100122666529,Nptx1/Ntrk3/Ptprd,3
GO:0007204,BP,GO:0007204,positive regulation of cytosolic calcium ion concentration,11/324,209/14611,0.00704039432952494,0.0826011978869199,0.0705868106804319,Cacna1c/F2r/Gng3/Grin2c/Grm1/Lpar1/Myo5a/Oprl1/Ryr2/Ryr3/Tmbim6,11
GO:0048638,BP,GO:0048638,regulation of developmental growth,15/324,331/14611,0.00717660770820318,0.0839464836061995,0.0717364238919482,Barhl2/Cacna1c/Cpne9/Dlg1/Gdi1/Golga4/Mbd5/Mecp2/Ntrk3/Olfm1/Ptch1/Pten/Rgs2/Rgs4/Syt2,15
GO:0045685,BP,GO:0045685,regulation of glial cell differentiation,6/324,77/14611,0.0071960209662847,0.0839464836061995,0.0717364238919482,Id4/Mecp2/Nf1/Nkx6-2/Ntrk3/Ptprz1,6
GO:2000463,BP,GO:2000463,positive regulation of excitatory postsynaptic potential,4/324,35/14611,0.00722939608652017,0.0839464836061995,0.0717364238919482,Pten/Reln/Rgs4/Wnt7a,4
GO:2001258,BP,GO:2001258,negative regulation of cation channel activity,4/324,35/14611,0.00722939608652017,0.0839464836061995,0.0717364238919482,Cabp1/Ephb2/Kcnab1/Oprl1,4
GO:0001540,MF,GO:0001540,amyloid-beta binding,5/324,55/14611,0.00730664475773121,0.0841941693129385,0.0719480835837818,Ephb2/Gria3/Itm2c/Olfm1/Scarb1,5
GO:0055117,BP,GO:0055117,regulation of cardiac muscle contraction,5/324,55/14611,0.00730664475773121,0.0841941693129385,0.0719480835837818,Adora1/Cacna1c/Dlg1/Rgs2/Ryr2,5
GO:0099172,BP,GO:0099172,presynapse organization,5/324,55/14611,0.00730664475773121,0.0841941693129385,0.0719480835837818,Arhgef7/Ntrk3/Pten/Ptprd/Wnt7a,5
GO:0015711,BP,GO:0015711,organic anion transport,12/324,240/14611,0.00741824763533873,0.0852626579359416,0.0728611599806807,Adora1/Car4/Gabbr1/Grm1/Nf1/Nfe2l1/Ntrk2/Rgs2/Rgs4/Slc17a7/Slc4a4/Slc4a7,12
GO:0021549,BP,GO:0021549,cerebellum development,7/324,102/14611,0.0075726764793446,0.0865969105245558,0.0740013448361269,Kndc1/Mecp2/Myh10/Sez6l/Sptbn2/Wnt7a/Zbtb18,7
GO:0048709,BP,GO:0048709,oligodendrocyte differentiation,7/324,102/14611,0.0075726764793446,0.0865969105245558,0.0740013448361269,Id4/Nf1/Nkx6-2/Ntrk2/Pten/Ptprz1/Tspan2,7
GO:0005901,CC,GO:0005901,caveola,6/324,78/14611,0.00765426810214798,0.0868701734105589,0.074234861493194,Cacna1c/F2r/Gnaq/Mlc1/Ptch1/Scarb1,6
